,class,text
1523,1, wow u hoe is the term for women
1524,1, I don't hate the Japs But I AINT FORGETTING GETTIN JAPPED EITHER 
1525,1, whatever hoe bitch 1 them fags beat yall sad asses too
1526,1, fags 
1527,0, I literally just told to his face how trash he is at the shop in hooping
1528,1, your tits may be better looking but her face makes you like a Asian or Latina tranny facts
1529,1, you look like a welfare bitch compared to Latinas I date and fuck You need fashion and makeup tips tbh
1530,0, His job as US Prez to protect us is throw in trash Ebola ER at our cost Daniel both money lives DoG
1531,1, mean bro fucking faggot
1532,1, die in a car accident then faggot
1533,0, via
1534,0, Do you think the guinea pig was okay 
1535,1, faggot
1536,0, puppets like Don will intentionally and forever cripple our people's ability to unify a Eco and political consensus
1537,0, I'm referring to the second down put Vick in slot play trash
1538,0, the worst terrorists are republican teabaggers 
1539,0, this guys company had best year EVER under Obama conservative teabaggers are scum
1540,1, ur not sassy white trash change ur username
1541,0, yes true reagan was the first ike wouldnt While president and he was supreme allied commander 
1542,0, I don't understand it there's trash cans dumpsters everywhere and if there's not just wait till you go somewhere with one 
1543,0, BTW Happy Birthday Charlie Get better soon 
1544,0, Stay safe out there Charlie 
1545,0, lax gun laws Ur retarded There's murder there bcuz no one can defend themselves Only crooks have guns there
1546,1, learn how to type ya hillbilly
1547,1, humans are evil man Cutting tusks of these beautiful animals so chinks think the get a hard on 
1548,0, Chris stop your angry bird spitting n Dana go hail ur racial tendicies u didn't infor carter rt n u never talk abt him
1549,0, now jimmy want to talk trash would've should've could've now Chris stop talking and spitting 
1550,0, Diaval gets a pass by virtue of mostly being a bird 
1551,0, last year i had to explain why queer theory is the acceptable academic term
1552,0, Merry Christmas Hun 
1553,0, nd you kno how much I love clams lol
1554,0, you kno I love stuffed clams bai
1555,1, don't stop now half breed I'm just starting to learn about what makes you a dumb ass
1556,1, nigger
1557,1, probs that fag Vhia
1558,1, do i have to repeat myself u white trash
1559,0, only if its yellow cake chocolate frosting
1560,1, he looks like a pretty dyke 
1561,0, Kept the border open to disease from Central America lowest workforce part since Carter yep a real boon to NC
1562,1, all u can pull is the fucking retard
1563,1, yo fat ugly ass couldn't even pull the ugly bitch in the school
1564,0, did you make an animal cracker taco
1565,1, It's a nice way of callin y'all honkies
1566,0, is he chunky 
1567,0, You are hairy like a monkey P
1568,0, I ain't never orderin from no colored pizza stow
1569,0, monkey look just like you 
1570,0, I'm trash
1571,0, honky tonk badonka ankh
1572,1, happy birthday faggot 
1573,0, I see So you feel betrayed your racism comes out Shocked you didn't call him Uncle Tom you bitter loser
1574,0, trash 
1575,0, you're not funny trash
1576,0, That's hoser eh to you 
1577,1, I'm going to blame the black man since they always blame whitey I'm an equal opportunity hater 
1578,0, The last planet of the apes with my kids It's been a minute
1579,0, nice lie teabagger Just because you want to see it doesn't make it real Like Reagan was a conservative another huge lie
1580,1, to get past boot camp and go active a few years see what we REALLY do daily you liberal pussy
1581,0, I also recommend 6pack of shiner Bock and 12 hours of brisket duty at the pit feeding oak coals 
1582,1, eat shit nigga bitch turd bag dick beetle
1583,0, i'm not a trash talker brah i'm polite and diplomatic on and off the court 
1584,0, You can't see it but I'm flipping you the bird
1585,0, or if we pick you up in SC and take you with us nip to CR 
1586,0, Weird to see a local yokel journalist get worked up enough to take such a pointed side though Thought they were impartial 
1587,1, nigga who's bitch u fucking cracker get your gay ass out my mentions 
1588,0, On that 4th down incompletion both the slants looked like better options Shame but there s a youth lack of trust going on 
1589,1, Is a fag
1590,0, That's why I'm partially glad that I have to say Hi ho Kermit the Frog here to slip into my Kermit voice well 
1591,1, all racist nTx trash w all hate to see this particular man in WH n not the Butler 
1592,0, hey teabagger Bohner said he got 98 of what he wanted in sequester You sound like a moron when everyone knows you are LYING
1593,1, so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters isn't racist sweet 
1594,0, no way I'm on a dude you are fat diet Twinkies are the devil so are breakfast tacos I miss breakfast tacos 
1595,0, it totally does smells like brownies every day i walk to work 
1596,0, bird hats every other hat
1597,0, the bird has a hat So it's hats on hats who can beat that 
1598,0, find a new hillbilly spiritweek 
1599,0, in fact were I to start a for profit university this would be the sole requirement for graduation 
1600,0, Ha I'm actually going to see a Yankee game as weird as it sounds My uncle's house in NJ is an hour away 
1601,0, we could get matching burner phones and be ghetto fab for a few months
1602,1, Bernstine is Chi Sox Jew fag 
1603,1, fag
1604,1, thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
1605,0, the minute those red n yellow for rent signs go up the reg ppl start selling n move
1606,1, I LOVE RACISM Blame whitey for EVERYTHING Now that you mention it I bet the white man put the Desert tortoise on BundyRanch
1607,0, how are you Argie 
1608,0, me or nat def not me with that shiner
1609,0, Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown 
1610,0, blue cheese crackers intrigues and repulses me at the same time 
1611,1, oh shut up faggot get a disease overused on twitter
1612,0, stegosaurus hissed like a snake pterodactyl sounded like a crow T rex like a cross between a parrot and an elephant
1613,0, My guy is a Maine coon and a total cuddle bum Every one that I've ever met has been super friendly 
1614,1, its retarded
1615,0, also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
1616,1, fag 
1617,0, God bless you whitey I be sleepin in tomorrow
1618,0, lol then they have one more flavor I think it's yellow idk But yea there bomb 
1619,0, Yeah one called me a race traitor lol
1620,0, aka he wanna keep you warm shoulda just introduced himself coons
1621,0, let the coons be great it's in the dream
1622,1, u gotta slow down these coon hrs all they know is love n hip hop lebron fake love quotes
1623,0, don't judge me monkey
1624,0, Stink should shut his hole just perform his tricks like a good trained monkey
1625,0, hey now there's no need for foul language you kike
1626,0, then who are you to call me trash 
1627,0, poor coon snow stopped here now if the wind would it might be nice out well for winter
1628,0, like some of the worst lyrics they post are beautiful but just because they don't know what they're talking about it's trash 
1629,1, don't forget nappy headed butt ugly bitch who's married to a Muslim
1630,0, that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol nerdy but fun 
1631,1, nah dude mostly just sound like a faggot
1632,0, Isn't there a law that all clam chowder must be served im bread bowls Haha
1633,0, its pretty easy actually I'm just the cashier Right now I'm eating those animal crackers lolol 
1634,0, Nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today
1635,0, Shy Glizzy
1636,1, i know im so kidding Some of BET is funny I love when blacks call eachother ignorant and niggers Makes me not have to
1637,1, so why the fuck are still talking shit You acting like a pussy ass nigga
1638,1, bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
1639,1, here let me say it more clearly since your retarded ass don't understand
1640,1, how would u know if I don't fuck with you Exactly you don't wtf I got shut your retarded ass up
1641,1, lmao why ur dad raised u to be a bitch made nigga
1642,1, oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
1643,1, oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
1644,1, your so fucking retared its not even funny bitch im going to sleep u
1645,1, Alright fag what about this 
1646,0, don't you mean crowd not crows
1647,0, lmaooo just call my phone if you want them birds Migos Voice 
1648,1, shut up bitch for I spit on you
1649,1, Roberts is a fuckin fag smack the shit outta him
1650,1, faggot
1651,1, stop oppressing me Have you heard of free speech Stop shoving your lifestyle down my throat 1st AMENDMENT tcot teabaggers
1652,1, stfu dyke looking hoe 
1653,1, at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
1654,1, He may be 'hustlin' but he studied Critical Race Theory and 'my people' Holder is getting his 'revenge ' They hate whitey 
1655,1,"
I hopes dis ain't cause he colored cause I knows he be actin all nigga like"
1656,1, fucking gay faggot look at that gay ass pink shirt haha
1657,1, better nig Lol but if anything ill flip u the 10 or something Im tryna get some more cash
1658,0, I give up on the Tankees I mean Yankees Maybe next year 
1659,1, Ha Ha Ha no good fat dyke
1660,0, Kris griff is too ghetto to know anything about sperrys or vans
1661,1, call him a cock blocking faggot
1662,0, wait n as in nick or m as in mick 
1663,0, the slopes aren't for us bro Hahaha
1664,0, you've been talking trash since we were 3 and 5 
1665,1, faggot
1666,1, quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy
1667,1, don t be a hurt little faggot
1668,1, Niggas probably be watching me like Look at this Uncle Tom ass Rasta 
1669,0, Strong with the Force leprechauns are 
1670,1, I don't likes dat magazine All da black folk look like dey one chromeasome away from da ape
1671,0, I skipped the running And am eating chips And brownies 
1672,0, eh take off hoser 
1673,0, Approximately 1 2 in one crash There wasn't supposed to be that many members of a seal team on one bird
1674,1, omg no plz stop calling me an idiot are we in kindergarden you fucking faggot
1675,0, mk Hun just textith me
1676,1, none of my business Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k 
1677,0, lol just getting this early bird catches the worm 
1678,0, a video i made Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen via
1679,1, faggots
1680,0, so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol
1681,1, You're right I be around my nig 
1682,0, I didn't mock anything Was asked I believed in Noah's arc and said no how is that mocking any religion Opinion that's all
1683,1, lmao dude you are probably the biggest fag in nebraska 
1684,1, stfu white trash
1685,1, gayer then 2 faggots in bed together 
1686,0, extra yellow 
1687,0, yellow is even better
1688,1, will you mention why being called nigger is wrong witch i agree with bossy is wrong but being called a pimp is still ok 
1689,0, groves is trash IMO
1690,1, no just a niggress that thinks she's human 
1691,1, I'll do that if you agree to take your Ethiopian starvin looking nigger ass back to Africa BuyFoodLittleGuy
1692,0, Fake pics get off my TL u r dismissed muzzie 
1693,0, White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us 
1694,1, If racial minorities weren't criminally inclined they wouldn't have so much to worry about Act your color race traitor 
1695,0, lmaoo abo crusty hands
1696,0, trash about us and your from another conference you can say goodbye
1697,0, you should make me brownies 
1698,0, I don't understand the need for multiple autopsies I guess they're going to keep on until they can slant 1 against the officer
1699,0, Someone recently told me that a local yokel was going to use my twitter account to damage me so Yeah 
1700,1, I live in the eye of a white trash hurricane Milwaukie OR Where people use bikes BC of DUI's not to save the environment 
1701,0, or jim crow laws segregation lynching laws anti womans suffrage laws amazing how everyone doesnt want to bring that up
1702,1, What else do you expect from that nigger lover 
1703,0, birds of a feather 
1704,0, an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash
1705,0, wow Thats great language coming from a HS coach you sure are a role model you're trash just like your account
1706,0, lookin good mick 
1707,1, shut your dirty dirt trap you limp knees ashy footed blue balls isolated hamster wheel no nipples bitch
1708,0, they need to stop picking up UFCs trash though and build up there own fighters more 
1709,1, congratulations you are officially fucking retarded 
1710,1, the favorite drink of white trash everywhere 
1711,1, fight me you fucking obese niglet
1712,0, I really did right off my bed Where you put all these dam yellow starburst throws them out the window 
1713,1, You are an ignorant cunt 
1714,0, The person actually holding the ape is NOT Paris It's her sister
1715,1, okay let's fight you ginger faggot
1716,0, tranny
1717,1, well he is at Genos So he is the ultimate faggot
1718,1, Oh really fags are gross You aids infected sick fuckers
1719,0, All the helmets in Destiny are trash I wish I could just rock an invisible bubble instead Hunters look like Robocop 
1720,1, glad about your uncle another stupid faggot off the world hopefully you next 
1721,1, I see a picture of you smoking such a man of god Disgraceful nig you sir are an embarrassment 
1722,0, Nee dat is na langdurig gepest worden Zoals ik al zei in d kiem smoren Is ook vb voor t kind hoe je moet optreden
1723,0, pumprules is on bravo quality trash
1724,0, What's with that come at me bro bird Stressful 
1725,0, chik fil a hipotle is trash and taco bell will give you the runs
1726,0, i dont think he did the celestial dragon killed him
1727,1, no you ignorant cement headed hillbilly You said taxing Cant you fuckin read you fucking knob gobbling douchebag
1728,0, he will need monkey bars on his tricycle
1729,1, come wage with us fag
1730,0, steek d morele vinger maar in j neus zelfde soort types bij NATO stenigt vrouwen by bosjes
1731,0, thank you jackass zebras
1732,1, niggers
1733,0, Explains why they're waving trash bags around over their heads 
1734,0, seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to see ha Guess those in hw dont
1735,1, No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass
1736,0, I don't like it peaceful that's boring I like fighting I come from the ghetto do u remember that it's p impossible for me not to
1737,0, Everybody look at this bird killing wind mill lover 
1738,0, if you're making 300 clams for betting 5 i hope you do it for a living
1739,0, lmao yes I kind of like it it's not that ghetto yet they are and then he says u feel me 
1740,1, I knew you were a faggot though
1741,0, lived there and can attest to that Trust them over any muzzie nation by a million light years
1742,0, Are we doing Mad Libs now Cool Uh Twinkie 35' long DJ Pon3 cameo Magic Crystal Tree TNGSeason4Finale
1743,0, trash 
1744,0, red and yellow it should be then
1745,0, Like Charlie Chan style Never saw that either Hmm makes me think of the Cockneys in the Killzone series 
1746,1, Hit a bitch it's not like you can see the bruises
1747,0, Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
1748,1, You're a fucking faggot 
1749,0, because their parental unit is trash 
1750,0, there's always one they never realize they are the worst the unsolicited unaffiliated trash talker 
1751,0, yeah but Sting was already a proven draw this is apples and oranges he signs people with the sole purpose of burying them 
1752,0, that funky monkey
1753,0, How day feel bout colored folk 
1754,1, I'm 5'8 fag 
1755,1, yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
1756,0, Whoa easy Amy don't slag the Canucks too much with such a generalization
1757,1, if you go could you hook up the plant city faggots or
1758,1, I'm surprised you could read it with slits for eyes
1759,0, Aren't they the best There story is here Now it's time to visit our yellow friends at
1760,0, i'm viswa moulie I wanna be ur friend Please shall i 
1761,1, ugly dyke
1762,0, Yes And the And stalking weird people SO MANY THINGS pr20chat
1763,0, btw genocide isn't war The people of Gaza are no more combatants than the people of the Warsaw ghetto 
1764,0, unexplainable 
1765,0, hey Rachel G my name isint Kenneth ok let's just get that straight you best be backing off before I go ghetto
1766,0, dubya hates todays teabagger movement 
1767,0, once it gets cold yall gonna be trash again lol
1768,0, I'll see you guys later I gotta go bake my blood crackers 
1769,0, I was impressed that anybody could chug a Smirnoff Ice that quickly 
1770,0, of course Win or lose you always had the most exciting matches Spilt blood and all and you aren't a trash talker 
1771,0, when Hollywood Underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips 
1772,1, stfu u ugly dyke
1773,1, he looks like reg Memphis tn trash we got them everywhere 
1774,0, go the gulls First grade should be a cracker Physical 
1775,0, right so the link would be your trash bin gotcha
1776,0, yeah but the cripple not getting up clean helped the call out wouldn't have been fair either way
1777,1, BORING HACK allah and mohamed are also against fags PLEASE mention them as well did God take away your balls as punishment 
1778,0, yellow
1779,0, so 'how bout now' was just trash huh 
1780,0, guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING
1781,0, like we all never gave the camera the bird 
1782,1, I'm a faggot 
1783,1, Cody is ALWAYS calling people nigger He's a fucking spaz 
1784,0, chug ranch
1785,1, some negro amigo pulled a gun on Nate and I a few weeks ago I was STOKED 
1786,0, hey it's hillbilly jim and Greg the hammer valentine pffttt
1787,0, that's bc I deleted visionary once I saw your subtweet next time just me tho and I do love jail bird dresses 
1788,1, that's what happens when you date a colored
1789,1, im going to murder that fucking cunt
1790,1, ugly white bitch
1791,1, ur ballsack is hairy gtfo tranny prude bitch
1792,1, that was back when nigger music was decent
1793,0, negative slopes aka a chart of my grades in math
1794,1, bitch u ugly then hoe
1795,0, oh I'll make you some brownies alright 
1796,1, youre a fag
1797,0, That wasn't as bad though drawing conclusions about WHITE AMERICA based on a 1 000 person poll is a slippery slope 
1798,1, me then faggot
1799,0, Yeah she's a real pom maven 
1800,0, yall defense too trash for that 
1801,0, Cactus is a yellow lab chow mix too Hershey was everybody's active buddy Cactus is one special pup She's an Angel 
1802,0, the jets are trash my bad i see what you meant 
1803,0, the song About pollo hermanos and Heisenberg 
1804,0, I assume so the tranny went out this morning I have a maxima 
1805,0, great reply except it was trash
1806,0, he won't bite We promise he's a friendly bird 
1807,1, hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga
1808,1, chill ur pussy gay af
1809,0, You speak colored too I thinks I be in love
1810,0, keep in shape for the ski slopes
1811,0, cheers dude might nip to town for TheEditors Vinyl MusicMatters
1812,0, That's where birds came from 
1813,0, Fingers crossed for you If not Chug chug chug lol
1814,1, go back to lego club faggot
1815,1, yeah ok nigger 
1816,1, Don't my nigga me honkie
1817,0, you a Oreo cookie now 
1818,0, Don't get me wrong G I'd hunt birds but that's a lot of work well I just ain't that hungry
1819,0, I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun
1820,0, Like I said I might have to check but I'm just not sure bird shot counts as getting shot 
1821,0, I forgot you're the same bull that said Yeezus was good and that J Cole is trash 
1822,0, You guys don't get evolution do you You only share a common ancestor with apes 
1823,0, apes
1824,0, y'all got the Taxis right now And can I get the Oreo 5's right now if possible 
1825,1, ugly emo trash go cut
1826,0, bro i heard slaughter songs they all trash they just freestylers
1827,0, time to dump another diet coke in the trash
1828,1, it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you 
1829,0, funny I thought tbt 90s photo this week would have you hanging me over a trash can by my ankles
1830,1, Soft shit Are you handicapped or retarded 
1831,0, ling ling krunkchip
1832,0, you make me feel all warm and fuzzy inside youCANsitwithus
1833,1, Only rich white liberals know what's best for black people If they don't see that they're obviously Uncle Toms 
1834,0, Lol Have fun I haven't been to a race since HS Charlotte Crazy redneck times Lol 
1835,0, thanks Hun 3 I'm so crushed I love working out It'll be 2months gone by the time I go back 
1836,0, okay cool then I'm not the only one mine is black and fuzzy and it has PINK on the back in all sparkles hallelujah
1837,1, Are you working on route running and catching You'll be a good WR for Grier Have fun with the white trash racist UF fans FSU
1838,0, Find one where be beat Nathan Moons head into the ice too Ol Andrew is straight trash as far as hockey 
1839,0, must have run out of brownies
1840,0, practically anything that s colored red often contain red pigments extracted from the female coccus costa or cochineal insect 
1841,0, night jigaboo 
1842,0, Great GIF Got a source URL for
1843,1, we got 1 except eric holder gave them 2 the beaners 2 kill americans guess he is race blind 
1844,0, I think its about Whites trying to be the most Blackish what we in Socal call wiggers liberals democrats
1845,0, you watching this trash 
1846,0, the redskins are doing pretty good this year 
1847,0, trash of the cowboys beat the redskins twice last year 
1848,0, nah they let French Montana spit trash at will
1849,0, I'm gonna nip you right in the bud 
1850,0, I'm off whenever I feel like it I'm off til Monday And you put in your two weeks flip them the bird mannn
1851,0, texans d st won't play the redskins again this year 
1852,0, too pretty not to pretty Jeezus my redneck education is showing 
1853,0, yea ho
1854,1, faggot
1855,1, fags 
1856,1, your dad is genuine happy guy because his kids aren't niggers though jimmy is my nigga 5eva
1857,0, just because some moist bint lobbed a sword at you you think you're some la de da king 
1858,0, This this this Pack it up and head to NYC please Enjoy being called a hick for a few years come home humbled plans
1859,0, woahh Ahha I remember her from Charlie and the Chocolate Factory Who do you think killed Lucy I think it was Abby
1860,0, There is a special time and place for decaf coffee never and in the trash My family's motto about their java habits 
1861,1, I believe that you fuckin can punk nigga bitch 
1862,0, wha me i'm just waiting for showtime to bring back queer as folk 
1863,0, I know how you feel I never thought I'd see the Sox win in my lifetime Hope you can use Ant's Yankees hook up to see a game
1864,0, early bird gets the worm tomcat
1865,1, bitch you watch your fucking mouth you dirty whore I swear to god that's a thin line
1866,0, Intended to get pics but didn't have time Must be a mud race event here this weekend Is like a redneck convoy out there
1867,0, trash what 
1868,1, that bitch done have it to u on Sunday my nigga
1869,0, Sorry I missed that you mean where I live is disgusting or that that muzzies in the UK r disgusting or both Have a great Sun 
1870,0, clam it
1871,0, Saw that there's a 15 slope to the wire That enough for a zip line businessopportunity
1872,0, As in throw birds with long pointy beaks at you 
1873,0, CH3BURASHKA sure gets to be a nit picky Russian monkey bear thing sometimes doesn't he 
1874,0, I'm just saying it's not like you were up against a bird eating spider or something Bet coulda done it
1875,0, ima fill ur clam out
1876,0, Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL
1877,1, fucking faggot
1878,0, nigor 
1879,0, uhh messi trash and im flattered but what was the games scorre
1880,1, not no but hell no when blk stop sayin nigger I will what they can have I can have this is america
1881,0, honestly the performers on there red carpet were trash hahahaahahahaha
1882,0, this is my female grand champion Jesse She heard a bird outside 
1883,1, town At a movie with friends I stabbed a nig 3 times and got sent to prison Justice 
1884,0, aye I respect ya hustle and all but dont tweet me anymore trash ass videos thank u kindly
1885,1, faggot I knew you weren't really my friend 
1886,1, did I mention you are an ugly cunt Go back to Iran 
1887,0, how is it being colored blind 
1888,0, The people who work at those companies tend to be trash 
1889,0, no i do not wish to spend 40 to go to a filthy theatre and watch a fuzzy screen with bad sound ANNABELLE
1890,1, you little fag At least I will fuck a Woman to have kids Plus work to support them Hipster homo
1891,1, my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
1892,1, y dont u end us monkeys then U hate us because were better than crackers I love it Deep down u know weve done nothin 2 u
1893,0, Yankee 
1894,0, Good read Why your cat thinks you're a huge unpredictable ape 
1895,1, who is dis crack ass cracker
1896,1, white boy talmbout Ight I'll see you tomorrow at school nigger
1897,0, Perfect stock photography for an article about not letting a leprechaun looking handyman get into your liquor cabinet
1898,0, it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans
1899,1, Alright fag
1900,1, i made you lunch you fat faggot 
1901,1, This is Twitter Not only are you a fag but you're also retarded 
1902,0, just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise It's Argus
1903,0, No not at all It's a slippery slope Just don't want to lose my right to self defense 1st its background checks then 
1904,0, blaxican
1905,1, all of these rednecks and none of them can keep the fire lit 
1906,0, mock draft 
1907,0, wagon burner Jk jk you did look pretty Latino here
1908,0, better off banning teabaggers and their anti American supporters
1909,1, what's this chinks email I'm moving to China and slicing his throat
1910,0, ghetto gold needa be the first music vid 
1911,0, like I really want a rafter monkey
1912,1, I hear Bill likes trailer trash like you 
1913,0, I love WHITE NOISE and love Delillo I ve resisted reading HOUSE OF LEAVES for years It mocks me on my shelf 
1914,0, lucky monkey
1915,0,A GWB appointee There goes the ACTIVIST JUDGES slant Oh wait It's already been exposed as completely farcical A GWB appointee 
1916,0,A MESSAGE FOR ALL OF HUMANITY Charlie Chaplin 
1917,0,A Yankee win makes any day better 
1918,0,A bird just flew into my window I hope he's okay 
1919,0,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter 
1920,1,A guy claiming to be Republican called C Span news and said Republicans hate that nigger Obama 
1921,0,A homeless dog living in a trash pile gets rescued and then does something amazing Please share via
1922,0,A light tender yellow butter cake with a classic boiled icing traditionally made from burnt sugar 
1923,0,A new way to look for aliens find their trash 
1924,1,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
1925,0,A pharaohs nd his angry bird 
1926,0,A random am scroll lands me here Charlie horses durin sex just simply means you didn't drink enough water that day
1927,0,A shockingly true tale from the Oreo that almost got devoured 
1928,0,A squad of dyke cholas fear nobody They worse than the cartel
1929,0,A teen was running around Target in monkey pjs screaming OO OO AH AH the fitting room girls were cackling Was today designed to annoy me 
1930,0,A white lighter is bad luck not yellow ur stupid
1931,0,A yellow jacket landed on my mouth and stung me while I was cutting grass safe to say he won 
1932,0,A Rod said the number 13 he wears on his uniform is for opposing teams to fear him but the fact is A Rod is a damn cancer to the Yankees
1933,0,AND NorthKorea called Barack a monkey LOL RT If the shoe fits 'Cause it sure looks like he married one 
1934,0,ATTN All Brown University students the stop and frisk protesters will be systematically dispersed into random U S ghettos Good luck 
1935,0,Absolutely absurd that they even had to think about that call joke zebras
1936,1,Accept your flaws and imperfections because that's what makes you YOU See I'm a fuck small dick faggot with parents who don't love me 
1937,0,According to my brothers iPod its December 1969 If so I predict that Mickey Mantle of the NY Yankees will announce his retirement March 1
1938,0,Acid yellow 
1939,0,Adam West LMAO this is trash b 
1940,0,After Deztinis session we needed this lmao Jk girl good yob lol 
1941,0,After Kuroda gave it his all putting up career numbers but getting no run support the Yankees don't deserve to get into the World Series
1942,0,After seeing Kansas play Duke a couple weeks ago I could tell you I'm surprised that Charlie Weis has been let go but I'm not 
1943,0,Ain't no love in the ghetto 
1944,1,Ain't nuttin but a white trash party 
1945,1,Ain't shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol
1946,1,Aint nobody wearing those new Westbrook Jordan's but Mexicans trailer park trash white girls 
1947,1,Al noooo Too late fuckin faggot Lmao
1948,0,Alarm set early bird n all that Night all xx
1949,0,Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him He's in the past
1950,0,Alexa's phone gave us colors and Julia got yellow I'm dying racistaf
1951,0,Alfredo Linguini Pasta Just fancily prepared trash
1952,0,All I did was said her weed was trash
1953,0,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress 
1954,0,All I want is cheesy bread and brownies 
1955,0,All I wants is to represent da life o da colored man 
1956,0,All Okies are trash 
1957,1,All da lil bald headed bitches standn outside of kevin gates tryna get in 
1958,0,All da white folk off twitter yet Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow 
1959,0,All good things must come to an end that's all right get 'em tomorrow Yankees
1960,0,All my gold is white not yellow 
1961,0,All my so whitey bois gone ride
1962,0,All these afternoon groups are trash besides the Bubba Keegs and Furyk group TheMemorialTournament
1963,0,All trash Now that's a lot of stolen shoes 
1964,1,All you muzzy lovers need to do one thing Tell muzzies in the mideast to leave Israel alone Don't start no shit won't be no shit Israel
1965,1,Almost got to see a white boy get beat around today but he ran like a bitch 
1966,0,Almost half of North American bird species threatened by climate change Climate Environment
1967,1,Already more yellows than the last 2 years combined IndyCar Honda200
1968,1,Alright ya faggots Lets just stop with all the S O and R T No one gives a fuck on what you think of other people Probably lying anyways
1969,0,Also it s a hiccup to Jihadi propaganda they portray themselves as the only ones willing to die for their cause 
1970,0,Always thought golden Oreos were the same as original Oreos but oh my god I just climaxed
1971,0,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window ewww annoying
1972,0,Am ghetto 
1973,0,Am so high that birds and planes are my peers
1974,0,Amazing You know what they say about birds of a feather 
1975,1,America is white trash and so are all Americans 
1976,0,American culture is stuck to the side of the toilet Graffiti writers in Europe can create better art without any lowlife trash sex jokes 
1977,0,Amo hangs 
1978,1,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh 
1979,1,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
1980,0,And it's gotta be some ghetto fool 
1981,0,And now Jihadis bragging about a massive bombing in Sadr city in Baghdad Iraq onslaught
1982,0,And of course some rascally teabagger on the radio is blaming the 19 dead AZ firefighters on biggovernment Oy vey tcot p2 teaparty
1983,1,And the Jew favorited my tweet though Lol Don't have anymore time for this trash 
1984,0,And where do you think unsold items from thrift stores go The garbage Think of all the great games that are in trash dumps as we speak 
1985,0,Anglo Saxon Mike Oz
1986,1,Ankles Hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles 
1987,0,Annoying yelling bint next door has locked herself out 
1988,0,Another major development in the Jihadi circles Al Maqdisi hardcore jihadi theorist asks specifically for relief aid workers release
1989,0,Another season of retweeting every one of 's Yankee tweets 
1990,0,"Any solution to ZOG which doesn't deal with demographics only laws is no solution NorthwestImperative
"
1991,0,Anyone want some absolutely amazing and deliciously fresh perfect monkey bread 
1992,1,Anyone who came to the US as an indentured servant is white trash 
1993,1,Apaches' 30 MM rounds turn Jihadis into tomato soup
1994,0,Apolonia Gardner of Imperial CA misspells phalarope a bird that resembles a sandpiper The dreaded schwa spellingbee
1995,0,Apparently I got chunky for my bday Worse bday present ever Lol diettime
1996,0,Apparently im a honky Pfft Like that's a bad thing 
1997,0,Apple need to add some colored emoji
1998,0,Appropriately this guy wears the WV yellow Rick James on his face 
1999,0,Are poor little guinea pig died 
2000,0,Are you tired of the mock drafts Let's just do this If Clowney is not the 1st pick who thinks Round 1 becomes chaos ShowOfHands
2001,0,Aren't these little border jumpers supposed to be in school
2002,0,Arroz con pollo
