,text,category,label,data_type
7785,person anybody business reason bitch ,offensive_lang,1,train
7786,pregnant bitch centreville know 8212 idk dont cville http hq4q6zfwjh ,offensive_lang,1,train
7787,pussy ,offensive_lang,1,test
7788,solution zog deal demographic law solution northwestimperative http vhy5s2apcn ,neither,2,train
7789,pussy ,offensive_lang,1,train
7790,want absolutely amazing deliciously fresh perfect monkey bread 128586 128584 ,neither,2,train
7791,want share thought mock draft kidding shut filthy damned mouth clod ,offensive_lang,1,train
7792,came indentured servant white trash ,hate_speech,0,val
7793,anytime somebody u wan hear funny shit gon trash ,offensive_lang,1,train
7794,apache 30 mm round turn jihadis tomato soup markrothschild1 rockprincess818 nofear3136 lanna70115 ,hate_speech,0,train
7795,apologizing advance action thee biggest bitch studying 128522 128299 ,offensive_lang,1,train
7796,apolonia gardner imperial misspells phalarope bird resembles sandpiper dreaded schwa spellingbee ,neither,2,train
7797,apparently got chunky bday worse bday present lol diettime ,neither,2,train
7798,apparently im honky pfft like bad thing ,neither,2,train
7799,apparently wanting trade nitro m4 csgo collossal faggot ,offensive_lang,1,train
7800,apparently saying nice day mean trying stick poker bitch ,offensive_lang,1,train
7801,apple need add colored emoji ,neither,2,val
7802,apple sauce bitch ,offensive_lang,1,train
7803,appropriately guy wear wv yellow rick james face barkingcarnival http sgb9ryvdmb ,neither,2,val
7804,pet guinea pig die fucking blow ,offensive_lang,1,train
7805,poor little guinea pig died ,neither,2,train
7806,nigguhs saying want donald trump prez nigguh understand real american struggle 128514 ,offensive_lang,1,train
7807,single pussy relationship ,offensive_lang,1,train
7808,tired mock draft let clowney 1st pick think round 1 chaos showofhands ,neither,2,train
7809,little border jumper supposed school ,neither,2,train
7810,argue break amp retarded eye ,offensive_lang,1,test
7811,arguing bitch glued butt ,offensive_lang,1,train
7812,arod like ugly bitch like fuck ,offensive_lang,1,train
7813,arroz pollo ,neither,2,val
7814,arturo calling ghetto 128532 ,offensive_lang,1,train
7815,chanice realize coon drinking moet belaire yuh feel yuh fancy yuh 30 champagne eh ,neither,2,train
7816,tweeted man telling kitchen season tell mom father probably left bitch ,offensive_lang,1,train
7817,girlfriend getting close boyfriend friend cause telling thing telling hoe ,offensive_lang,1,train
7818,girlfriend gotta accept fact hoe gone face boyfriend better let hoe know wassup ,offensive_lang,1,train
7819,man feel like bitch living female havin buy yo shit fucc dependent ,offensive_lang,1,train
7820,eli stupid hick hayseed look face giant fan kill yaselves gonna 8230 http jcyzzmkcfu ,hate_speech,0,train
7821,good percy harvin peyton team sound 8230 8217 retarded lmao ,offensive_lang,1,train
7822,wasnt gon bacc 128514 128557 bitch outta fuccing mind ,offensive_lang,1,train
7823,long gon feed pussy munchies 128586 ,offensive_lang,1,test
7824,today im cutting muthafuckas bitch nigga love temporary people iont need um ,offensive_lang,1,val
7825,soon democrat chance political hack foxnews commercial bolton lmao teabaggers benghazi ,neither,2,train
7826,soon bitch think shit sweet em wat asking ,offensive_lang,1,train
7827,soon bitch come got bitch wait tell ppl downfall come 128528 128528 hater ,offensive_lang,1,train
7828,soon left iraq towel head think fucking barge worked hard set piss ,hate_speech,0,train
7829,asha little voice head telling fuck hoe kendra 128524 ,offensive_lang,1,train
7830,asha bitch doe 128553 128076 ,offensive_lang,1,train
7831,ask bitch 2014 jesus silver amp gold bet u tell lie ,offensive_lang,1,val
7832,ask n street bitch bout jay ,offensive_lang,1,train
7833,ask governor supposed pay typical teabagger mentality government evil need lol morningjoe ,neither,2,train
7834,ask tht bitch gon let yung nigga blast tht ,offensive_lang,1,train
7835,ask bitch turn dori 128032 ,offensive_lang,1,test
7836,6 0 good luck nh nh unnagroundking 6 0 150 bitch better reproduce athlete ,offensive_lang,1,train
7837,dunkin donut time somebody walked yelled ratchet hoe brother got kicked 128514 128514 128514 ,offensive_lang,1,train
7838,point got tough life decision ice black translucent sole solid black sole kd vi blk orange airbag ,neither,2,train
7839,ritz cracker idk anymore ,neither,2,train
7840,ima faithful bitch 128524 ,offensive_lang,1,val
7841,pussy cat lounge killin girlz blaqdior hpmiss ,neither,2,train
7842,mlk march tryna man bitch u ,offensive_lang,1,train
7843,mexican laundry mat packed denna hoe ,offensive_lang,1,test
7844,bar downey wit uncle niggah faded hopefully doesnt fight lmao ,offensive_lang,1,train
7845,doctor sam shes pussy cotton swab nose started samromero95 ,offensive_lang,1,train
7846,end day senior love young fresh pussy west case closed ,offensive_lang,1,train
7847,rate cheer awful new york yankee st louis cardinal ,neither,2,train
7848,work wish floating 15 ft sale walmart redneck pool husband probably cleaned weekend ,neither,2,train
7849,ate receiver fast pa coverage trash ,neither,2,val
7850,attention jordanwright23 motoroboated knee jiggaboo water thirsty ,offensive_lang,1,train
7851,auburnnn hoe ,offensive_lang,1,val
7852,audio happy valentine day bitch 160 play laid http x70otlh3 ,offensive_lang,1,train
7853,august alsina ghetto 128158 ,offensive_lang,1,train
7854,austin funny niggah ,offensive_lang,1,train
7855,autocorrect life change hoe life duck ,offensive_lang,1,train
7856,average basic basic trash 128514 128514 ,neither,2,train
7857,aw man bitch hard like oh lord panty baby bra ,offensive_lang,1,test
7858,awe cut mad dam bad shoulda going fucking speed limit bitch ,offensive_lang,1,train
7859,awk u like nephew cousin bc race lmao broke ugly bitch fuck need ,hate_speech,0,val
7860,awwwwww tyga hoe ,offensive_lang,1,val
7861,awwwwww kaep rape bitch ,offensive_lang,1,test
7862,ay cuh hot af im finna buy yo bitch ice cream lol ,offensive_lang,1,train
7863,ay fuck wiener remember eat drink remember drink water drinking eat shit pussy head ,offensive_lang,1,train
7864,ay good bar club hit denver saturday night coon ,neither,2,train
7865,ay yall heard rich gang tape thou bitch flame 128293 ,offensive_lang,1,train
7866,aye nicca tired tho ,neither,2,train
7867,aye lot nigga fuck bad bitch drunk smh preach ,offensive_lang,1,train
7868,aye nigha yeayoureadindis gone let ya bitch fuck wit team twinzncontrol donjuuuan 8230 http qlomazph9a ,offensive_lang,1,train
7869,aye treating bitch good 128514 ,offensive_lang,1,train
7870,aye needa head high care lost went tried best amp south bunch trash talking pussy ,offensive_lang,1,train
7871,aye mcdonald got frozen strawberry lemonade bitch wet ,offensive_lang,1,train
7872,ayee hoe ,offensive_lang,1,val
7873,ayo jus mini heart attack wheel north philly n cracker mix 128553 128553 128514 128514 8230 http o5v2e4lftm ,neither,2,test
7874,ayo twat boy gotta new phone yo jack jay050709 ,offensive_lang,1,train
7875,ayo da hell hip niccas migosatl betterlatethannever ,offensive_lang,1,train
7876,ayo theofficialeg10 unblock tell garbage yo bitch playing ,offensive_lang,1,train
7877,ayy carlton ghetto school switchedatbirth ,hate_speech,0,train
7878,ayy yo ray lakee nigga chrisjones da pussy lettin dat muafucka breathe ,offensive_lang,1,train
7879,ayyyyy sipping free slurpee seeing tonight happy clam ,neither,2,train
7880,basically gop romney right wing reactionary drudgies teabaggers libertaritards hate education teacher ,neither,2,test
7881,bc hoe ,offensive_lang,1,train
7882,bf think need pet insurance gf lmao bf destroying pussy everyday ,offensive_lang,1,train
7883,bitch jla b stop thinking ur entitled politically correct response bitch ,offensive_lang,1,train
7884,breathe thaelleword going kill exhale brokehomielyn killin hoe http qzc87dra9a 8221 ,offensive_lang,1,val
7885,bros ho bros ho ,offensive_lang,1,train
7886,bruh lmaoo 8220 nobeeetch hoe nasty kept eating roblockk fuck happened http g9w10smqdr 8221 ,offensive_lang,1,train
7887,bruh coldhearted9 ugly hoe nigga arrogant ,offensive_lang,1,train
7888,baby pussy raaain ,offensive_lang,1,train
7889,baby pussy rain ,offensive_lang,1,test
7890,baby pussy rain ,offensive_lang,1,train
7891,baby whisper vietnamese soft like ching chong ting long ,neither,2,train
7892,baby girl pussy looking vacant ,offensive_lang,1,train
7893,baby moanin got zone nn 128553 want bitch pussy like ecstasy 128166 ,offensive_lang,1,train
7894,baby pussy hustle u bad naomi russell mean lot ppl got money basically russell aint russell ,offensive_lang,1,train
7895,babydaddy needing bail money thats wat gone talk alotta shit swear bitch gone come ,offensive_lang,1,train
7896,inhighschool ntgonline stiff arm bitch kept tryna steal fitteds ,offensive_lang,1,train
7897,america basic bitch ,offensive_lang,1,train
7898,bitch ,offensive_lang,1,train
7899,backdoor open hoe let fuck em usually extra charge plus rate agreed ,offensive_lang,1,train
7900,bad asian bitch yea look like kemora ,offensive_lang,1,train
7901,bad bitch contest place 128175 http c1cpzmzeqr ,offensive_lang,1,train
7902,bad bitch good head dumb bitch hood rich ,offensive_lang,1,train
7903,bad bitch good head think ah keeper ,offensive_lang,1,train
7904,bad bitch http xspkccaypi ,offensive_lang,1,train
7905,bad bitch line tryna brain ,offensive_lang,1,train
7906,bad bitch pussy aquafina crystalina ,offensive_lang,1,train
7907,bad bitch selling molly ,offensive_lang,1,train
7908,bad bitch kno fat ,offensive_lang,1,train
7909,bad bitch chest wonder miss righteous getting left ,offensive_lang,1,train
7910,bad bitch cheap ,offensive_lang,1,train
7911,bad bitch aint cheap better pa u broke ,offensive_lang,1,val
7912,bad bitch good weed ,offensive_lang,1,test
7913,bad bitch good weed ,offensive_lang,1,train
7914,bad bitch ovum pussy offer 128175 10006 65039 128175 ,offensive_lang,1,test
7915,bad bitch ,offensive_lang,1,train
7916,bad bitch oakland beeee model ,offensive_lang,1,val
7917,bad bitch hate broke niggaz ,offensive_lang,1,train
7918,bad bitch dirty house lt lt lt ,offensive_lang,1,test
7919,bad bitch pen toe curl ,offensive_lang,1,val
7920,bad bitch thing like ,offensive_lang,1,train
7921,bad bitch thing like ,offensive_lang,1,train
7922,bad bitch thing like bblu saturday bblu suedelounge richgirls ,offensive_lang,1,train
7923,bad bitch thing like ,offensive_lang,1,train
7924,bad bitch thing like ,offensive_lang,1,test
7925,bad bitch ,offensive_lang,1,train
7926,bad bitch http ceyb1b3rf0 ,offensive_lang,1,train
7927,bad blood camp amp bout bitch know respect homie ,offensive_lang,1,train
7928,bad chick send em basic hoe toss em waffle house hating nigga chalk em gone coffin ,offensive_lang,1,train
7929,bad foreign bitch walkin ferrari ,offensive_lang,1,test
7930,bad lil bitch seen ,offensive_lang,1,test
7931,bad lil short fine bitch lil petite sumn ,offensive_lang,1,train
7932,bae gotta bitch 128514 whoop 128564 ,offensive_lang,1,train
7933,bae juss new bitch lingo u aint special hoe ,offensive_lang,1,val
7934,bae deep fried oreo 128523 ,offensive_lang,1,train
7935,bag bag bag money trash bag black filled money ,neither,2,train
7936,bahaha omg 128518 128557 128586 bitch crazyyy http hfktledkpa ,offensive_lang,1,train
7937,baked montreal chicken cheesy brussels sprout garlic butter triple cheddar amp chive yellow mashed 8230 http xsgw1ksqcw ,neither,2,val
7938,bald head bitch think time prosper ,hate_speech,0,train
7939,ball life bitch bench life 128075 ,offensive_lang,1,train
7940,band dance stamp twerk romney president hoe work ,offensive_lang,1,train
7941,bang bitch think strange bitch banana like fucking rangatang bitch vote5sos emabiggestfans1d ,offensive_lang,1,train
7942,bank robber wore zebra print dress arrested police http uuq0bw6vju ,neither,2,test
7943,barkley trash ,neither,2,train
7944,barry whitey brownshirt run wild oakland following lead n w punk chant f police http 9nburmtj ,neither,2,train
7945,barry hoe michelle walking ugly beast sotu ,offensive_lang,1,train
7946,baseball yankee playoff amp basketball lakers em ,neither,2,train
7947,baseball w voxpulchra birthday reason lol yankee stadium yelp http 9hifdczwqy ,neither,2,train
7948,basic bitch chill 128514 ,offensive_lang,1,train
7949,basic bitch amp lame nigga lt ,offensive_lang,1,train
7950,basic bitch ,offensive_lang,1,train
7951,basic niggah basic clothing ,offensive_lang,1,train
7952,basically saying pound belong english greedy cunt ,offensive_lang,1,val
7953,basically shrug cruzanchoklate worried ho looking like good luck ,offensive_lang,1,train
7954,bathing sphere suspended orb tub shy people http ohv7xbr6wo bathing design weird cool ,neither,2,train
7955,bbl gonna sob gay bird baby ,offensive_lang,1,train
7956,bc got bitch 128514 128514 128514 ,offensive_lang,1,train
7957,dog bitch bt king ya queen ,offensive_lang,1,train
7958,girl mind bitch attitude lady class ,offensive_lang,1,test
7959,fearful wrath god country mock christianity embrace perversion abortion bow pc multiculturalism ,neither,2,train
7960,mean rude little sister kick applies little snooty bitch k thanks ,offensive_lang,1,train
7961,backbone nicca need spine ,offensive_lang,1,val
7962,trippin hoe bitch know talk like dat 1future voice ,offensive_lang,1,train
7963,bean yellow friday night brown green leaf curled frost freeze bean size reduced end shrink ,neither,2,train
7964,bear game today bitch mention lean bud train ride lol goodday ,offensive_lang,1,train
7965,beat pussy like nemesis ,offensive_lang,1,train
7966,beat pussy shit hurting week ago ,offensive_lang,1,train
7967,beat ya bitch pussy time like bully send outta town wit 4 cooky ,offensive_lang,1,val
7968,beautiful fairy elegant dress http ouxwbytut6 ,neither,2,train
7969,accept called bitch time asserted yesallwomen ,offensive_lang,1,train
7970,wear hair long piercings faggot life ,offensive_lang,1,train
7971,nigguh mean pussy bomb ,offensive_lang,1,train
7972,local insurance agency customer bitch itakeshitfromnoone 128079 ,offensive_lang,1,train
7973,idk tryna 8212 bitch http fpjqpch99k ,offensive_lang,1,train
7974,judging bird account cause ripple ocean ,neither,2,train
7975,message sends lgbtq resident state west virginia paradise queer people today major ,offensive_lang,1,test
7976,beefin ovum bitch trade ya clip pom pom ,offensive_lang,1,train
7977,huntin hard finally nailed best wedding koozie seen redneck http d6sbsyann2 ,neither,2,val
7978,trill nicca lil nicca ,offensive_lang,1,val
7979,solo crib feeling kinda lonely like hoe ,offensive_lang,1,train
7980,hooping day tired bitch ,offensive_lang,1,train
7981,schooling bitch 92 128524 ,offensive_lang,1,train
7982,sleeping toooooo fuck ima enjoy start working 2 job like hoe haha ,offensive_lang,1,train
7983,told lot people cool hoe understand like ,offensive_lang,1,test
7984,beer ball pussy ,offensive_lang,1,train
7985,let pussy cut hair let grow ,offensive_lang,1,train
7986,madness single bitch 128527 http flde7s4slc ,offensive_lang,1,train
7987,independent woman pack hating hoe ,offensive_lang,1,train
7988,girl suck deal period making bitch shaving leg daily basis worrying eat ,offensive_lang,1,train
7989,hoe cute ijs ,offensive_lang,1,train
7990,hoe cute 2014 ,offensive_lang,1,train
7991,sober soul wasnt interesting bitch im living 5spmg ggl http w58q6hr20j ,offensive_lang,1,train
7992,coon 8220 fattravis 6200 tiffany p0rsche amazing 8221 ,neither,2,train
7993,single texting bitch late night wacker coming home club drunk fuckin girlfriend ,offensive_lang,1,train
7994,believe heart card bitch ,offensive_lang,1,train
7995,believe hoe boring awhile ,offensive_lang,1,train
7996,ben gett ya pussy ben ya head ,offensive_lang,1,train
7997,bengal kicker trash ,neither,2,test
7998,benzino bitch point blank period ,offensive_lang,1,train
7999,sister bitch catch http fxzycvvnpq ,offensive_lang,1,train
8000,best behaved kid mommy commercial audition oreo mcflurries everybody proudmom 8230 http 9hfnsmalcu ,neither,2,train
8001,best luck tino bambino martinez miami legacy saved lol marlin yankee redsox mlb ,neither,2,train
8002,best rider blaxican ,neither,2,train
8003,bet charlie strong contacted ridley ,neither,2,val
8004,bet want cookie bergbrain mean like want cracker kinda bitter today tcha stribpol mngop mnleg ,neither,2,train
8005,bet gone em tho 128564 128514 selfmadephat na oomf tweeted 128514 128514 128514 128514 128514 128514 amp know ha pussy wack ,offensive_lang,1,train
8006,betta ask round street bitch bout jay ,offensive_lang,1,train
8007,better ya shit n line nicca ,offensive_lang,1,train
8008,better nip shit bud early ,offensive_lang,1,train
8009,better play bitch smart bitch cuz change heart ,offensive_lang,1,train
8010,constant tweegrams bad bitch playing attention stupid caption pic instagram lost ,offensive_lang,1,train
8011,trend vine acting like woman like nigga wait faggot http dkvnjmcarz ,hate_speech,0,train
8012,beyonc 233 hipster bitch wit hip day ,offensive_lang,1,train
8013,big g day mauriceprice17 freeboosie nicca lol ,offensive_lang,1,train
8014,big red fat squaw lol hubby funny insidejoke ,neither,2,train
8015,big squawk q dfl dump ryan uncle tom winkler going happen berg bleat mngop proud stribpol mnleg ,neither,2,train
8016,big bird hold press conf claim care letter f ,neither,2,train
8017,big bitch like 8221 im 8221 yea bitch atound midsection ,offensive_lang,1,train
8018,big black bitch arguing ,offensive_lang,1,train
8019,big boob big boob big boob big ugly face big boob big pretty face hoe ,offensive_lang,1,val
8020,big bro moose trying slide hoe dm http evb17dyunt ,offensive_lang,1,train
8021,big greenmile tweetin nicca ,offensive_lang,1,val
8022,big hair bitch gt gt gt gt gt gt gt gt gt gt ,offensive_lang,1,train
8023,big moe rn like hoe haha yuhhhh ,offensive_lang,1,train
8024,big night 127936 hoosier iubb big10 pacer nba indiana hoosierstate paulgeorge codyzeller http ufmje1gk ,neither,2,train
8025,big ol pussy harrington blocked ,offensive_lang,1,train
8026,big pretty bitch ,offensive_lang,1,train
8027,biggest booth seen lastnight bitch leopard print jumper look like weight leopard ,offensive_lang,1,test
8028,biggie flyest cunt rap biggie ,offensive_lang,1,train
8029,bigot demand recount idaho gay right ordinance referendum http toryexxmwi tcot teaparty teabaggers lgbt ,neither,2,train
8030,bij vraag wat naam van engels doods dacht eerst robert ik israel uhm iets met gargamel hoe heet die kat ook al weer oja azrael ,offensive_lang,1,train
8031,biker gang looking bitch titty tat foh son anarchy ,offensive_lang,1,val
8032,cosby stealing pussy ,offensive_lang,1,train
8033,romanowski cunt saw coming ,offensive_lang,1,train
8034,smith dd mtv odb lgbtq mma nfl aflcio bitch pick fucking hate know proud shit ,hate_speech,0,train
8035,birthday today bitch gotta work ,offensive_lang,1,train
8036,bitch want number yo pussy mustard oh yeah fuck dat bitch trust dro ,offensive_lang,1,train
8037,bitch eat ya pussy day long got life ,offensive_lang,1,train
8038,bitch man right said bitch man forget 128527 ,offensive_lang,1,train
8039,bitch u lawyer u thank ery body stfu kill dat bitch ,offensive_lang,1,train
8040,bitch fuck r u speak fuck feel like stop pussy nigga box fuck ,offensive_lang,1,train
8041,bitch nigga hating black woman uncle tom bitch punk ,hate_speech,0,train
8042,bitch people bitch ,offensive_lang,1,train
8043,bitch bitch bitch ,offensive_lang,1,val
8044,bitch talk yo shit paper bitch trinna 9995 128514 128557 straight fag bitch foe dat scary hoe ,offensive_lang,1,train
8045,bitch duck whore slut cunt ha biden gucci tho nigea mdsaab1 jawad89 ,offensive_lang,1,train
8046,bitch fuck yo nigga pussy ,hate_speech,0,train
8047,bitch fuk wat hater gotta brickk ent ya bitch http huqvanuwxh ,offensive_lang,1,train
8048,bitch redbook account selfies add like bitch trick wanna yo face ,offensive_lang,1,train
8049,bitch eat yah pussy wit nigga tongue ,offensive_lang,1,train
8050,bitch sucked dick tried sugar bitch ,offensive_lang,1,test
8051,bitch killa gone dacing bitch cdfu ,offensive_lang,1,train
8052,bitch nicca talmbout mf 3peat df da lakers ,offensive_lang,1,train
8053,bitch shutcho got damn mouf hoe hurricanesensei mallett gon help yo funky texan ,offensive_lang,1,train
8054,bitch frooooontin bitch frooooontin lol ,offensive_lang,1,train
8055,bitch ugliest cunt ,hate_speech,0,train
8056,bitch million dollar body got dollar menu face piece nugget pussy worth shit ,offensive_lang,1,train
8057,bitch ah baby amp like claim child bitch good amp goddamn claiming creature 128125 128514 ,offensive_lang,1,train
8058,bitch shit hoe trick ,offensive_lang,1,train
8059,bitch like got hoe like duhh tryna em 128514 128514 nb ,offensive_lang,1,train
8060,bitch think somebody want little coochie lol chilling dont exist nomore iont want yall hoe ,offensive_lang,1,train
8061,bitch 17 9th grade talking bae bitch ya credit ,offensive_lang,1,train
8062,bitch happy burger king pollo tropical lunch break work act like dinner new niggaz gotta upscale ,offensive_lang,1,train
8063,bitch nigga want nigga wcw bitch work like ,hate_speech,0,val
8064,bitch feeling like live bitch ,offensive_lang,1,train
8065,bitch like calm single bitch hype ,offensive_lang,1,train
8066,bitch like new avi gt gt like bitch new avi ugly old avi ugly bitch ugly ,offensive_lang,1,train
8067,bitch like want real like want bitch real hair want lol ,offensive_lang,1,test
8068,bitch like im nt beefing niggah smh ,offensive_lang,1,train
8069,bitch like nigga shit naw bitch maybe shit ,offensive_lang,1,train
8070,bitch mad mane nigga gettin snatched whore yah pussy prolli wack ctfu ,offensive_lang,1,train
8071,bitch screaming fuck nigga mad bitch fuck nigga 128533 ,offensive_lang,1,train
8072,bitch sounding damnear retarded tbh video 128514 128514 128514 nb ,offensive_lang,1,train
8073,bitch tambout party bitch everybody party ,offensive_lang,1,train
8074,bitch trying squash beef wen pregnant hoe dont fuck ,offensive_lang,1,test
8075,bitch watching bitch page thats right bitch team work 128079 128079 128079 ,offensive_lang,1,train
8076,bitch wearing extension fake eye lash talkin bout bad bitch bitch bad created player ,offensive_lang,1,train
8077,bitch bitch bitch ,offensive_lang,1,train
8078,bitch fuck bitch deadly ,offensive_lang,1,train
8079,bitch cheat bitch soooooo hurt bitch cheat ,offensive_lang,1,train
8080,bitch complain baby daddy shit bitch knew shit baby chose 9995 128514 ,offensive_lang,1,train
8081,bitch corny saving number shit hate hoe ,offensive_lang,1,train
8082,bitch fun anymore tweet function pic wit bitch ,offensive_lang,1,train
8083,bitch dont wann fxck bitch wanna fxck bitch ,offensive_lang,1,train
8084,bitch twitter turn saint like hoe shit kill nigga ,offensive_lang,1,train
8085,bitch know bitch bitch ,offensive_lang,1,train
8086,bitch love beefing nigga bitch face ,offensive_lang,1,test
8087,bitch happy asaakira material object bitch happy iphone6 http d1tbytc7qb ,offensive_lang,1,train
8088,bitch bout da lil flexin shit snapchat 128176 128176 128176 128176 128176 128514 bitch ,offensive_lang,1,train
8089,bitch petty hoe instead posting bail ah fck em psa ,offensive_lang,1,train
8090,bitch stupid yal know bouta start popping bitch ,offensive_lang,1,train
8091,bitch swear pussy best ,offensive_lang,1,val
8092,bitch talmbout limber got bitch limbo ,offensive_lang,1,train
8093,bitch think slick matter hard try hide tell hoe ,offensive_lang,1,train
8094,bitch bitch ,offensive_lang,1,train
8095,bitch bitch ,offensive_lang,1,train
8096,bitch kid retarded ,offensive_lang,1,train
8097,bitch trash pussy want unprotected sex ,offensive_lang,1,train
8098,bitch bitch bitch ,offensive_lang,1,train
8099,bite bitch chew 19 footer ,offensive_lang,1,train
8100,bitzy probably popped percocet drink mellie like kind trill ol bitch scandalabc ,offensive_lang,1,train
8101,bjergsen rune page red quint mean red blue yellow quint 47 ,neither,2,train
8102,blac chyna threw wop sided cheek piercing trashy hell ,offensive_lang,1,test
8103,black dynamite 128514 128514 128514 128514 128514 128514 hoe gone dick harder slavery wall slide ,offensive_lang,1,train
8104,black bitch boisterous belligerent buffalo alliterationtuesday 160 damnismartallofasudden ,offensive_lang,1,val
8105,black bitch kickin school bitch comin wit durags head nd shit ,hate_speech,0,train
8106,black cop want kill white citizen spic cop want kill anglo citizen zigeuner cop rapist ,hate_speech,0,train
8107,black guy class attempt throw paper ball trash miss mr mundy disgrace race marcus 128514 128514 128514 ,neither,2,train
8108,black people like chiefkeef disgust laughing died dumb monkey nigga like need locked stupidity ,hate_speech,0,train
8109,black twitter need paul george dick impregnating stripper wiz tyga kanye turned hoe housewife ,offensive_lang,1,train
8110,blah blah idgaf bout crazy bitch ,offensive_lang,1,train
8111,blah blah blah blah sound bitch talk 128530 128564 ,offensive_lang,1,train
8112,blah honesty need pussy ,offensive_lang,1,train
8113,blatt trash twitter said good ,offensive_lang,1,train
8114,blocked fuzzy butt 128522 odifass veritaz tarekfatah tariksalym ignore low life creature ,offensive_lang,1,train
8115,blonde bitch wit blue eye like butter spread ,offensive_lang,1,train
8116,blood nigga dion retarded ,offensive_lang,1,train
8117,blow pussy like hussein bitch look crazy like sane ravenxmiyagi ,offensive_lang,1,train
8118,blow mind guy model type girl cheat ghetto hoe ,offensive_lang,1,val
8119,blunt head fuck fed eat pussy till tongue red ,offensive_lang,1,test
8120,boat n hoe boat n hoe gotta boat n hoe ,offensive_lang,1,train
8121,bobby bitch ,offensive_lang,1,train
8122,bobby bitch dropping minute let sink 128588 128588 ,offensive_lang,1,train
8123,bobby bitch gt hot nigga ,offensive_lang,1,train
8124,bobby bitch dickhead 8220 oprahsidenigga 3 bobby shmurda song 1 hot nigga 2 3 8221 ,offensive_lang,1,train
8125,bobby stole black gabby pedro kept ghetto lifemade ,offensive_lang,1,train
8126,bomb house fuck bitch hail al qaeda ,offensive_lang,1,train
8127,bond hoe money bourne kicked gadget hawk let bitch die ,offensive_lang,1,train
8128,boney bitch farting mini basketball 128514 ,offensive_lang,1,train
8129,boosie ran hoe ,offensive_lang,1,train
8130,boozer trash ,offensive_lang,1,train
8131,bored hoe auditorium 128557 128299 hmu http v8tgqheag8 ,offensive_lang,1,train
8132,bored hoe listening fuck adult lecturing vercetti http nybo16rmsh ,offensive_lang,1,train
8133,bos bitch remix 128514 128514 128557 http jxgbwz8bho ,offensive_lang,1,train
8134,bossd old hoe ,offensive_lang,1,train
8135,boston jihadi nest student arm muslim brotherhood 187 joe america http 4ifjwoesdr realjtp ,neither,2,train
8136,old lol kandyyammsz u havin bitch deck sex new joint time ,offensive_lang,1,train
8137,bitch drive range rover ,offensive_lang,1,val
8138,hoe loser need hit gym ,offensive_lang,1,train
8139,trash guess got tired chalmers trash starting everybodyhatesx chalmers lose job norris cole lmfaoooo ,offensive_lang,1,val
8140,pussy son beat http cbnjo5wj ,offensive_lang,1,train
8141,bought bitch mozzarella stick bitch love mozzarella stick ,offensive_lang,1,train
8142,bought bitch breakfast getting kissed cheek non stop lol check literally 5 min tho ,offensive_lang,1,train
8143,bought lp manchester week idea coloured vinyl man steal vinylgasm machined ,neither,2,train
8144,bout tht time hoe gettin dicked ,offensive_lang,1,test
8145,bout bust bitch wide open waste money ,offensive_lang,1,train
8146,bout dub dis bitch ,offensive_lang,1,train
8147,bout breast reduction bitch way 128530 ,offensive_lang,1,train
8148,bout brownie ,neither,2,train
8149,bout hoe backpage try pimp hand 128526 128075 128162 ,offensive_lang,1,train
8150,bout smoke 3 5 n dis bitch pollution ,offensive_lang,1,train
8151,bout unfollow bitch follow currently follow new bitch need change life feel like good start ,offensive_lang,1,train
8152,bouta rasengan stupid bitch ,offensive_lang,1,train
8153,bow bitch bow bitch ,offensive_lang,1,test
8154,bowling green campus look old fuck like state penitentiary old lot bitch guess count lot ,offensive_lang,1,train
8155,boy yo bitch lame dont know ,offensive_lang,1,train
8156,boy yung thug fag ,hate_speech,0,train
8157,boy bitch got proper sleep 128514 128557 9995 128553 ,offensive_lang,1,test
8158,boy damn jitt got bitch slapped da court yard comin 6th period 128514 128514 128514 yelln n shit ,offensive_lang,1,train
8159,boy downlow niccas ashamed ,offensive_lang,1,train
8160,boy gotta turn nikki song way volume kuz trash fat lawd 128525 128525 128525 128588 128588 128588 ,offensive_lang,1,train
8161,boy 128514 128514 128514 jwill252 hoe setting failure shit funny sleep tho 128526 128526 128514 128514 http aixoa7m7bt ,offensive_lang,1,train
8162,boyfriend brother drop pick bitch fast food job long promised free meal ,offensive_lang,1,val
8163,boy dont wanna like bitch thats dont express feeling like female ,offensive_lang,1,test
8164,boy want bad bitch dummy men want strong woman respect support grind handling ,offensive_lang,1,train
8165,boyyyyy bitch pussy taste lil mama spaghetti b 1 happy bitch 8230 http 2qy0dqokmg ,offensive_lang,1,train
8166,brackin da bity boolin wit sum bitch straight bleedin ,offensive_lang,1,test
8167,brad pitt older charlie sheen fuckkkkkkkkkkkkk ,offensive_lang,1,train
8168,brady heard yall washed washing league hoe nigga ,hate_speech,0,train
8169,brag bout hoe prolly 0 pussy ,offensive_lang,1,train
8170,brag hoe hittin ask pic sorry female laugh ,offensive_lang,1,train
8171,brandon jennings trash ,neither,2,train
8172,break shit fuck law grrrr fuck shit punch bitch ,offensive_lang,1,train
8173,breakfast fried chicken jerk chicken tater tot white rice nd press yellow rice nd bean mac nd cheese http usz8gjnzl0 ,neither,2,train
8174,breakfast champion shrimp lobster ball sandusky french fry nd nice big quahog clam 8230 http uajukcoafv ,neither,2,train
8175,breaking news ur little bitch ,offensive_lang,1,train
